area,cod_mun,cod_sec,municipio,provincia,y19,y15
sec_censal,,3803803019,,,22050,19250
sec_censal,,3803803020,,,26950,20650
sec_censal,,3803804001,,,12250,10150
sec_censal,,3803804002,,,10500,8050
sec_censal,,3803804003,,,10850,9450
sec_censal,,3803804004,,,12250,10150
sec_censal,,3803804005,,,10150,8750
sec_censal,,3803804006,,,10850,9450
sec_censal,,3803804007,,,12950,11550
sec_censal,,3803804009,,,10850,9450
sec_censal,,3803804010,,,,8750
sec_censal,,3803804011,,,11550,8750
sec_censal,,3803804012,,,12250,10150
sec_censal,,3803804014,,,12950,10850
sec_censal,,3803804015,,,10150,8050
sec_censal,,3803805001,,,29050,25550
sec_censal,,3803805002,,,21350,18550
sec_censal,,3803805003,,,19950,17850
sec_censal,,3803805004,,,18900,16800
sec_censal,,3803805005,,,19250,15750
sec_censal,,3803805006,,,17850,15750
sec_censal,,3803805007,,,17150,16450
sec_censal,,3803805008,,,19250,16450
sec_censal,,3803805009,,,28350,24850
sec_censal,,3803805010,,,30450,27650
sec_censal,,3803805011,,,19950,15750
sec_censal,,3803805012,,,23450,21350
sec_censal,,3803805013,,,15050,13650
sec_censal,,3803805014,,,15050,12950
sec_censal,,3803805015,,,19250,16450
sec_censal,,3803806001,,,17850,15050
sec_censal,,3803806002,,,24150,19950
sec_censal,,3803806003,,,12250,10150
sec_censal,,3803806004,,,11550,10150
sec_censal,,3803806005,,,16450,15050
sec_censal,,3803806006,,,26950,24150
sec_censal,,3803806007,,,17850,15750
sec_censal,,3803806008,,,23450,22750
sec_censal,,3803806010,,,13650,13650
sec_censal,,3803806011,,,13650,11550
sec_censal,,3803806012,,,17850,15750
sec_censal,,3803806013,,,22050,18550
sec_censal,,3803806014,,,19250,17850
sec_censal,,3803806016,,,10850,8750
sec_censal,,3803806017,,,15750,12950
sec_censal,,3803806018,,,17850,15750
sec_censal,,3803806019,,,15050,12950
sec_censal,,3803806020,,,12950,10850
sec_censal,,3803806021,,,13650,11550
sec_censal,,3803806022,,,19950,18550
sec_censal,,3803806023,,,12250,10850
sec_censal,,3803806024,,,10850,8750
sec_censal,,3803806025,,,26250,24150
sec_censal,,3803806026,,,10850,8750
sec_censal,,3803806028,,,18550,15050
sec_censal,,3803806029,,,22050,17150
sec_censal,,3803807001,,,16450,14350
sec_censal,,3803807002,,,14350,12250
sec_censal,,3803807003,,,15050,12950
sec_censal,,3803807004,,,12250,10150
sec_censal,,3803807005,,,14350,11550
sec_censal,,3803807006,,,10850,9450
sec_censal,,3803807007,,,12950,10850
sec_censal,,3803807009,,,15050,12250
sec_censal,,3803808001,,,12950,10150
sec_censal,,3803809001,,,12250,10150
sec_censal,,3803809002,,,10150,9450
sec_censal,,3803809003,,,12250,10150
sec_censal,,3803809006,,,13650,11550
sec_censal,,3803809007,,,14350,12250
sec_censal,,3803809008,,,,
sec_censal,,3803809009,,,10150,8050
sec_censal,,3803809010,,,10850,8750
sec_censal,,3803809011,,,11550,9450
sec_censal,,3803809012,,,12950,10150
sec_censal,,3803809014,,,10150,8750
sec_censal,,3803809015,,,11550,10150
sec_censal,,3803809016,,,12250,9450
sec_censal,,3803809018,,,13650,11550
sec_censal,,3803809019,,,13650,9450
sec_censal,,3803809021,,,12250,10150
sec_censal,,3803809022,,,10850,8750
sec_censal,,3803810001,,,12950,10850
sec_censal,,3803810002,,,13650,11550
sec_censal,,3803810003,,,12250,10850
sec_censal,,3803810004,,,12950,10850
sec_censal,,3803810005,,,13650,10850
sec_censal,,3803810006,,,17150,15750
sec_censal,,3803810007,,,16100,15750
sec_censal,,3803810008,,,15750,12250
sec_censal,,3803810009,,,15050,12950
sec_censal,,3803810010,,,12250,9450
sec_censal,,3803810011,,,16450,13650
sec_censal,,3803810012,,,12250,10850
sec_censal,,3803810013,,,15050,12950
sec_censal,,3803810014,,,15750,12250
sec_censal,,3803810015,,,16450,13650
sec_censal,,3803810016,,,15750,14350
sec_censal,,3803811001,,,11550,9450
sec_censal,,3803811002,,,14350,12250
sec_censal,,3803811003,,,15050,12250
sec_censal,,3803811004,,,12250,10150
sec_censal,,3803811005,,,12950,10850
sec_censal,,3803811006,,,12250,10150
sec_censal,,3803811007,,,12250,9450
sec_censal,,3803811008,,,14350,12950
sec_censal,,3803811009,,,9450,7350
sec_censal,,3803811010,,,12250,9450
sec_censal,,3803811011,,,8750,5250
sec_censal,,3803811012,,,8050,6650
sec_censal,,3803811013,,,13650,10850
sec_censal,,3803811014,,,22750,20650
sec_censal,,3803811015,,,12950,10850
sec_censal,,3803811016,,,11550,9450
sec_censal,,3803811017,,,12950,9450
sec_censal,,3803811018,,,15750,12950
sec_censal,,3803811019,,,11550,8050
sec_censal,,3803811020,,,14350,12950
sec_censal,,3803811021,,,23450,
sec_censal,,3803812001,,,15750,12250
sec_censal,,3803812002,,,14350,11550
sec_censal,,3803812003,,,11550,9450
sec_censal,,3803812004,,,13650,10850
sec_censal,,3803812005,,,15050,12950
sec_censal,,3803812006,,,13650,10850
sec_censal,,3803812007,,,15050,10150
sec_censal,,3803812008,,,15050,12950
sec_censal,,3803812009,,,16450,13650
sec_censal,,3803812010,,,15750,14350
sec_censal,,3803812011,,,11550,
sec_censal,,4216601001,,,,
sec_censal,,1817401001,,,10850,10150
sec_censal,,4515701001,,,12950,10850
sec_censal,,4515701002,,,12950,11550
sec_censal,,522101001,,,11550,9100
sec_censal,,934601001,,,,14350
sec_censal,,2307601001,,,12250,10150
sec_censal,,2415401001,,,13650,12250
sec_censal,,2613501001,,,18550,15750
sec_censal,,1406101001,,,11550,10150
sec_censal,,4715201001,,,,12250
sec_censal,,4920201001,,,12950,10150
sec_censal,,705301001,,,20650,17150
sec_censal,,824601001,,,20650,17850
sec_censal,,4420901001,,,15750,12950
sec_censal,,2613601001,,,16450,12950
sec_censal,,5023801001,,,,15750
sec_censal,,3306201001,,,12950,11550
sec_censal,,824701001,,,20650,17850
sec_censal,,824801001,,,19950,17850
sec_censal,,824801002,,,21350,17850
sec_censal,,705401001,,,17150,12950
sec_censal,,705401002,,,17150,12950
sec_censal,,705401003,,,19950,14350
sec_censal,,705401004,,,18550,15050
sec_censal,,705401005,,,18550,14350
sec_censal,,705401006,,,16450,12250
sec_censal,,705401007,,,15750,12250
sec_censal,,705401008,,,17150,14350
sec_censal,,705401009,,,18550,
sec_censal,,705402001,,,15750,12250
sec_censal,,705402002,,,15750,11550
sec_censal,,705403001,,,19950,17150
sec_censal,,705404001,,,21350,17150
sec_censal,,705404002,,,19950,16450
sec_censal,,705404003,,,20650,17150
sec_censal,,705405001,,,19250,15750
sec_censal,,705405002,,,19950,14350
sec_censal,,705405003,,,19950,
sec_censal,,1817501001,,,12250,10850
sec_censal,,1817501002,,,10150,8750
sec_censal,,1817501003,,,13650,11550
sec_censal,,1817501004,,,11550,9450
sec_censal,,1817501005,,,9450,8050
sec_censal,,1817501006,,,14350,11550
sec_censal,,1817501007,,,10150,8750
sec_censal,,1817501008,,,14350,12250
sec_censal,,1817501009,,,13650,12250
sec_censal,,1817502001,,,12950,10850
sec_censal,,408101001,,,10150,9450
sec_censal,,824901001,,,20650,18550
sec_censal,,934701001,,,20650,16450
sec_censal,,934801001,,,18550,13650
sec_censal,,1718201001,,,17150,12950
sec_censal,,3502201001,,,14350,12950
sec_censal,,3502202001,,,13650,10850
sec_censal,,3502202002,,,15050,11550
sec_censal,,3502202003,,,17150,14350
sec_censal,,3502202004,,,12950,10150
sec_censal,,3502202005,,,14350,11550
sec_censal,,3502202006,,,12250,10850
sec_censal,,3502202007,,,13650,8750
sec_censal,,3502203001,,,13650,10850
sec_censal,,3502203002,,,13650,10850
sec_censal,,3502203003,,,12950,10150
sec_censal,,3502203004,,,13650,11550
sec_censal,,3502203005,,,13650,10850
sec_censal,,3502203006,,,15050,12950
sec_censal,,3502203007,,,12250,10150
sec_censal,,3502203008,,,13650,11550
sec_censal,,3502203009,,,12950,10850
sec_censal,,3502203010,,,12950,11550
sec_censal,,3502203011,,,12950,10150
sec_censal,,3502203012,,,13650,11550
sec_censal,,3502203013,,,12250,10150
sec_censal,,3502203014,,,12950,10150
sec_censal,,3502203015,,,12950,10850
sec_censal,,3502203016,,,12250,10850
sec_censal,,3502203017,,,13650,11550
sec_censal,,3502203018,,,12950,10150
sec_censal,,3502203019,,,12250,10150
sec_censal,,3502203020,,,11550,10150
sec_censal,,3502203021,,,12950,10150
sec_censal,,3502203022,,,12950,10150
sec_censal,,3502203023,,,15050,11550
sec_censal,,3502203024,,,14350,11550
sec_censal,,3502203025,,,12950,10150
sec_censal,,3502203026,,,12950,10150
sec_censal,,3502203027,,,14350,11550
sec_censal,,3502203028,,,16450,14350
sec_censal,,3502203029,,,15750,12250
sec_censal,,3502203030,,,12950,10850
sec_censal,,3502203031,,,13650,10850
sec_censal,,1210201001,,,12950,11550
sec_censal,,705501001,,,17150,14350
sec_censal,,705501002,,,16450,15050
sec_censal,,705502001,,,17150,14350
sec_censal,,705502002,,,17150,13650
sec_censal,,705502003,,,16450,14350
sec_censal,,705502004,,,16450,13650
sec_censal,,705502005,,,18550,15750
sec_censal,,825001001,,,22750,19950
sec_censal,,825001002,,,15750,13650
sec_censal,,825001003,,,17150,14350
sec_censal,,825001004,,,17150,14350
sec_censal,,825001005,,,15050,13650
sec_censal,,825001006,,,14350,12250
sec_censal,,825001007,,,13650,12250
sec_censal,,825101001,,,19250,17150
sec_censal,,825101002,,,18550,16450
sec_censal,,825101003,,,17150,15050
sec_censal,,825101004,,,17150,15750
sec_censal,,825301001,,,18550,15750
sec_censal,,3907401001,,,17150,14350
sec_censal,,3907401002,,,17850,15750
sec_censal,,3907401003,,,15750,13650
sec_censal,,3907401004,,,15050,12950
sec_censal,,3907401005,,,16450,14350
sec_censal,,3907401006,,,16450,13650
sec_censal,,2290601001,,,15050,12250
sec_censal,,3502301001,,,16450,13650
sec_censal,,3502301002,,,14350,11550
sec_censal,,3502301003,,,17150,13650
sec_censal,,3502301004,,,14350,11550
sec_censal,,3502301005,,,13650,10150
sec_censal,,3502301006,,,14350,11550
sec_censal,,3502301007,,,13650,10850
sec_censal,,3502301008,,,13650,11550
sec_censal,,3502301009,,,13650,12250
sec_censal,,3502301010,,,12600,10150
sec_censal,,3502301011,,,17150,12950
sec_censal,,3502301012,,,13650,10150
sec_censal,,4216701001,,,13650,12950
sec_censal,,2813501001,,,14350,12950
sec_censal,,2415501001,,,15750,12950
sec_censal,,4920301001,,,12250,10150
sec_censal,,4216801001,,,,12250
sec_censal,,522601001,,,,
sec_censal,,1619601001,,,12250,10850
sec_censal,,825601001,,,20650,18550
sec_censal,,825501001,,,17850,16450
sec_censal,,825701001,,,20650,17850
sec_censal,,2415801001,,,18550,15750
sec_censal,,825901001,,,16450,14350
sec_censal,,825901002,,,19250,16450
sec_censal,,825901003,,,21350,17850
sec_censal,,825901004,,,21350,19250
sec_censal,,3729301001,,,,10150
sec_censal,,4920401001,,,,
sec_censal,,522401001,,,17150,14350
sec_censal,,522501001,,,12950,11550
sec_censal,,705601001,,,19250,16450
sec_censal,,705601002,,,19950,
sec_censal,,705602001,,,19950,17850
sec_censal,,705602002,,,19950,16450
sec_censal,,935001001,,,18550,13650
sec_censal,,1619501001,,,10150,9450
sec_censal,,590201001,,,17150,13650
sec_censal,,935101001,,,,
sec_censal,,935201001,,,19950,15400
sec_censal,,2415601001,,,13650,12950
sec_censal,,2415701001,,,14350,11550
sec_censal,,2415701002,,,15750,12950
sec_censal,,522701001,,,10850,10150
sec_censal,,1619701001,,,,
sec_censal,,825801001,,,19950,17150
sec_censal,,4018501001,,,15750,13650
sec_censal,,935301001,,,,
sec_censal,,2415901001,,,15750,13650
sec_censal,,2415901002,,,15050,13650
sec_censal,,612101001,,,10850,10150
sec_censal,,612101002,,,10150,9450
sec_censal,,612102001,,,10150,8750
sec_censal,,1016801001,,,12250,11200
sec_censal,,3729401001,,,13650,10850
sec_censal,,3729401002,,,14350,11550
sec_censal,,3729401003,,,13650,10850
sec_censal,,3729401004,,,15050,12950
sec_censal,,3729401005,,,16450,14350
sec_censal,,3729401006,,,15050,12250
sec_censal,,3729401007,,,31150,29050
sec_censal,,3729401008,,,22750,19950
sec_censal,,3729401009,,,26950,23450
sec_censal,,4018601001,,,,
sec_censal,,4515801001,,,12950,9450
sec_censal,,4515802001,,,10850,8750
sec_censal,,935401001,,,,
sec_censal,,2106901001,,,11550,10850
sec_censal,,2106901002,,,12250,10150
sec_censal,,4314001001,,,16450,12950
sec_censal,,4314001002,,,15750,13650
sec_censal,,1718401001,,,21350,18550
sec_censal,,826001001,,,17150,15750
sec_censal,,826001002,,,17150,15750
sec_censal,,826001003,,,19950,17150
sec_censal,,826001004,,,12250,10850
sec_censal,,826001005,,,15050,12950
sec_censal,,826001006,,,16450,15050
sec_censal,,826001007,,,20650,17150
sec_censal,,826001008,,,20650,18550
sec_censal,,826001009,,,21350,18550
sec_censal,,826001010,,,19950,18550
sec_censal,,826001011,,,19950,17150
sec_censal,,826001012,,,18550,16450
sec_censal,,826001013,,,24150,20650
sec_censal,,826001014,,,20650,17850
sec_censal,,826001015,,,18550,
sec_censal,,826001016,,,23450,
sec_censal,,312101001,,,12950,10850
sec_censal,,312101002,,,12250,9450
sec_censal,,312101003,,,10850,8050
sec_censal,,312101004,,,15050,12950
sec_censal,,312101005,,,15750,13650
sec_censal,,312101006,,,15050,13650
sec_censal,,312101007,,,15750,12950
sec_censal,,312101008,,,12950,12250
sec_censal,,312102001,,,13650,11550
sec_censal,,312102002,,,12950,10850
sec_censal,,312102003,,,12950,10150
sec_censal,,312102004,,,10150,9450
sec_censal,,312102005,,,12950,10850
sec_censal,,312102006,,,13650,11550
sec_censal,,312102007,,,12250,10150
sec_censal,,312102008,,,12250,10150
sec_censal,,312102009,,,12250,10850
sec_censal,,312102010,,,11550,10850
sec_censal,,826101001,,,19950,16450
sec_censal,,826101002,,,17150,15750
sec_censal,,3803901001,,,11550,8750
sec_censal,,3803901002,,,10850,8750
sec_censal,,3803901003,,,11550,8750
sec_censal,,3803901004,,,14350,11550
sec_censal,,3803901005,,,12250,10150
sec_censal,,3803901006,,,11550,9450
sec_censal,,3803901007,,,12950,10150
sec_censal,,3803901008,,,12950,9450
sec_censal,,3803901009,,,19950,17150
sec_censal,,3122001001,,,,
sec_censal,,1406001001,,,11550,10150
sec_censal,,1406001002,,,,10150
sec_censal,,1406002001,,,12250,10150
sec_censal,,1406002002,,,12950,10150
sec_censal,,2221201001,,,,
sec_censal,,3907501001,,,17150,14350
sec_censal,,3907501002,,,27650,23450
sec_censal,,3907501003,,,19250,17850
sec_censal,,3907501004,,,22750,19250
sec_censal,,3907501005,,,16450,15050
sec_censal,,3907501006,,,16450,14350
sec_censal,,3907501007,,,16450,15050
sec_censal,,3907501008,,,13650,12250
sec_censal,,3907501009,,,15050,15050
sec_censal,,3907501010,,,15050,12250
sec_censal,,3907502001,,,20650,19250
sec_censal,,3907502002,,,14350,12250
sec_censal,,3907502003,,,18550,17150
sec_censal,,3907502004,,,15050,15050
sec_censal,,3907502005,,,15750,14350
sec_censal,,3907502006,,,24150,22050
sec_censal,,3907502007,,,17850,17150
sec_censal,,3907502008,,,15050,12950
sec_censal,,3907502009,,,17850,16100
sec_censal,,3907502010,,,19250,17150
sec_censal,,3907502011,,,21350,18550
sec_censal,,3907502012,,,17150,15050
sec_censal,,3907502013,,,20650,17850
sec_censal,,3907502014,,,23450,21350
sec_censal,,3907502015,,,20650,19250
sec_censal,,3907502016,,,26950,24150
sec_censal,,3907502017,,,22050,19250
sec_censal,,3907502018,,,17150,15750
sec_censal,,3907502019,,,15750,14350
sec_censal,,3907502020,,,17850,15750
sec_censal,,3907502021,,,17150,16450
sec_censal,,3907502022,,,17150,15050
sec_censal,,3907502023,,,14350,12250
sec_censal,,3907502024,,,12950,10850
sec_censal,,3907502025,,,18550,15750
sec_censal,,3907502026,,,17150,16450
sec_censal,,3907502027,,,22750,19950
sec_censal,,3907503001,,,15050,13650
sec_censal,,3907503002,,,12250,12950
sec_censal,,3907503003,,,17150,14350
sec_censal,,3907503004,,,15050,13650
sec_censal,,3907503005,,,12950,10850
sec_censal,,3907503006,,,17150,15050
sec_censal,,3907503007,,,12250,10850
sec_censal,,3907503008,,,15050,14350
sec_censal,,3907503009,,,17850,14350
sec_censal,,3907503010,,,21350,19950
sec_censal,,3907503011,,,26600,24150
sec_censal,,3907503012,,,20650,17850
sec_censal,,3907503013,,,14350,12950
sec_censal,,3907503014,,,16450,12950
sec_censal,,3907503015,,,17150,15750
sec_censal,,3907504001,,,24150,21350
sec_censal,,3907504002,,,24850,20650
sec_censal,,3907504003,,,22050,19950
sec_censal,,3907504004,,,26250,23450
sec_censal,,3907504005,,,22750,19950
sec_censal,,3907504006,,,17150,16450
sec_censal,,3907504007,,,15750,14350
sec_censal,,3907504008,,,19250,16450
sec_censal,,3907504009,,,30450,25550
sec_censal,,3907504010,,,29750,27650
sec_censal,,3907504011,,,31150,26250
sec_censal,,3907504012,,,27650,22750
sec_censal,,3907504013,,,32550,29750
sec_censal,,3907504014,,,27650,25550
sec_censal,,3907505001,,,29050,26250
sec_censal,,3907505002,,,24150,22750
sec_censal,,3907505003,,,19250,16450
sec_censal,,3907505004,,,17850,15750
sec_censal,,3907505005,,,16450,15050
sec_censal,,3907505006,,,13650,11550
sec_censal,,3907505007,,,14350,12950
sec_censal,,3907505008,,,15750,14350
sec_censal,,3907505009,,,14350,12950
sec_censal,,3907505010,,,17850,15750
sec_censal,,3907505011,,,13650,13650
sec_censal,,3907505012,,,15750,14350
sec_censal,,3907505013,,,18550,16450
sec_censal,,3907505014,,,16450,14350
sec_censal,,3907505015,,,14350,12950
sec_censal,,3907506001,,,17150,14350
sec_censal,,3907506002,,,16450,14350
sec_censal,,3907506003,,,17150,15050
sec_censal,,3907506004,,,17150,15750
sec_censal,,3907506005,,,21350,20650
sec_censal,,3907506006,,,14350,12250
sec_censal,,3907506007,,,14350,12950
sec_censal,,3907506008,,,16450,15050
sec_censal,,3907506009,,,13650,11550
sec_censal,,3907506010,,,14350,13650
sec_censal,,3907506011,,,19250,17850
sec_censal,,3907506012,,,15750,13650
sec_censal,,3907506013,,,19950,18550
sec_censal,,3907506014,,,17150,15050
sec_censal,,3907507001,,,14350,12950
sec_censal,,3907507002,,,17850,16450
sec_censal,,3907507003,,,13650,12250
sec_censal,,3907507004,,,16450,14350
sec_censal,,3907507005,,,15750,14350
sec_censal,,3907507006,,,17850,16450
sec_censal,,3907507007,,,18550,17150
sec_censal,,3907507008,,,13650,12250
sec_censal,,3907507009,,,13650,12250
sec_censal,,3907507010,,,18550,15400
sec_censal,,3907507011,,,18550,15750
sec_censal,,3907507012,,,22750,19250
sec_censal,,3907507013,,,14000,12250
sec_censal,,3907507014,,,15050,13650
sec_censal,,3907507015,,,15050,12950
sec_censal,,3907507016,,,17150,15050
sec_censal,,3907507017,,,24500,23450
sec_censal,,3907507018,,,12250,11550
sec_censal,,3907507019,,,24850,23450
sec_censal,,3907507020,,,15750,14350
sec_censal,,3907507021,,,19950,17150
sec_censal,,3907507022,,,20650,18550
sec_censal,,3907507023,,,21350,19250
sec_censal,,3907508001,,,15750,15050
sec_censal,,3907508002,,,19250,16450
sec_censal,,3907508003,,,19250,17850
sec_censal,,3907508004,,,17850,15750
sec_censal,,3907508005,,,14350,12950
sec_censal,,3907508006,,,13650,12950
sec_censal,,3907508007,,,23450,19950
sec_censal,,3907508008,,,18550,16450
sec_censal,,3907508009,,,15750,14350
sec_censal,,3907508010,,,25550,21350
sec_censal,,3907508011,,,15750,12250
sec_censal,,3907508012,,,17150,13650
sec_censal,,3907508013,,,15750,14350
sec_censal,,3907508014,,,12250,10850
sec_censal,,3907508015,,,12250,10850
sec_censal,,3907508016,,,27650,24150
sec_censal,,3907508017,,,15750,13650
sec_censal,,3907508018,,,17150,15050
sec_censal,,3907508019,,,24850,22050
sec_censal,,3907508020,,,15050,13650
sec_censal,,3907508021,,,19950,17850
sec_censal,,3907508022,,,26250,22050
sec_censal,,3907508023,,,19250,16800
sec_censal,,3907508024,,,22050,19250
sec_censal,,3907508025,,,15750,13650
sec_censal,,3907508026,,,15750,12950
sec_censal,,3907508027,,,26250,23450
sec_censal,,3907508028,,,20650,18550
sec_censal,,3907508029,,,15750,13650
sec_censal,,705701001,,,16450,13650
sec_censal,,705701002,,,17150,12950
sec_censal,,705701003,,,17150,15050
sec_censal,,705701004,,,18550,15050
sec_censal,,705701005,,,16450,13650
sec_censal,,705701006,,,16450,14350
sec_censal,,705702001,,,17150,14350
sec_censal,,705702002,,,15750,13650
sec_censal,,2416001001,,,14350,12950
sec_censal,,5023901001,,,,
sec_censal,,4715301001,,,13300,12250
sec_censal,,3416901001,,,15050,12950
sec_censal,,1016901001,,,12950,10850
sec_censal,,2307701001,,,12250,10850
sec_censal,,1507801001,,,22750,17850
sec_censal,,1507801002,,,25550,20650
sec_censal,,1507801003,,,17850,15750
sec_censal,,1507801004,,,19250,16450
sec_censal,,1507801005,,,17850,15050
sec_censal,,1507801006,,,20650,17500
sec_censal,,1507801007,,,21350,17850
sec_censal,,1507802001,,,21350,17850
sec_censal,,1507802002,,,19250,16450
sec_censal,,1507802003,,,17850,15050
sec_censal,,1507802004,,,19250,16450
sec_censal,,1507802005,,,15750,12950
sec_censal,,1507802006,,,17850,16450
sec_censal,,1507802007,,,17150,15050
sec_censal,,1507802008,,,16450,15050
sec_censal,,1507802009,,,15750,13650
sec_censal,,1507802010,,,17850,15750
sec_censal,,1507802011,,,16450,14350
sec_censal,,1507802012,,,16450,14350
sec_censal,,1507802013,,,19250,16450
sec_censal,,1507803001,,,20650,17850
sec_censal,,1507803002,,,17850,15050
sec_censal,,1507803003,,,16450,14350
sec_censal,,1507803004,,,15050,13650
sec_censal,,1507803005,,,20650,17850
sec_censal,,1507803006,,,17850,15750
sec_censal,,1507803007,,,18550,16450
sec_censal,,1507803008,,,19950,15750
sec_censal,,1507803009,,,18550,16450
sec_censal,,1507804001,,,17150,15050
sec_censal,,1507804002,,,18550,17150
sec_censal,,1507804003,,,23450,22050
sec_censal,,1507804004,,,17150,15050
sec_censal,,1507804005,,,14350,12250
sec_censal,,1507804006,,,16450,15750
sec_censal,,1507804007,,,21350,18550
sec_censal,,1507804008,,,18550,15750
sec_censal,,1507804009,,,17150,14350
sec_censal,,1507804010,,,15750,13650
sec_censal,,1507804011,,,17850,13650
sec_censal,,1507804012,,,18550,16450
sec_censal,,1507804013,,,17850,15750
sec_censal,,1507804014,,,21350,19950
sec_censal,,1507804015,,,16450,13650
sec_censal,,1507804016,,,22750,20650
sec_censal,,1507804017,,,18550,17150
sec_censal,,1507804018,,,19250,16450
sec_censal,,1507804019,,,19950,17850
sec_censal,,1507805001,,,20650,18550
sec_censal,,1507805002,,,22750,19950
sec_censal,,1507805003,,,28350,24850
sec_censal,,1507805004,,,26950,23450
sec_censal,,1507805005,,,22050,22050
sec_censal,,1507805006,,,24150,20650
sec_censal,,1507805007,,,26950,24150
sec_censal,,1507805008,,,24150,22750
sec_censal,,1507805010,,,19950,18550
sec_censal,,1507805011,,,23450,20650
sec_censal,,1507805012,,,20300,18550
sec_censal,,1507805013,,,25550,22750
sec_censal,,1507805014,,,20650,18550
sec_censal,,1507805015,,,19250,17150
sec_censal,,1507805016,,,17850,17150
sec_censal,,1507805017,,,15750,12950
sec_censal,,1507805018,,,22750,19950
sec_censal,,1507805019,,,21350,20650
sec_censal,,1507805020,,,19250,15750
sec_censal,,1507805021,,,22050,19250
sec_censal,,1507805022,,,19950,19950
sec_censal,,1507805023,,,27650,23450
sec_censal,,1507806001,,,18550,15750
sec_censal,,1507806002,,,16450,13650
sec_censal,,1507806003,,,15750,13650
sec_censal,,1507806004,,,17150,14350
sec_censal,,1507806005,,,17150,15050
sec_censal,,3729601001,,,13650,11900
sec_censal,,1017001001,,,12250,10150
sec_censal,,522801001,,,12250,12600
sec_censal,,3804001001,,,13650,11550
sec_censal,,3804001002,,,12950,10850
sec_censal,,3804001003,,,12950,10850
sec_censal,,3804001004,,,12250,9450
sec_censal,,590401001,,,11550,10500
sec_censal,,2416101001,,,15750,14350
sec_censal,,2390401001,,,10850,8750
sec_censal,,2390401002,,,12250,10150
sec_censal,,2390402001,,,,
sec_censal,,2390402002,,,12250,10850
sec_censal,,2390403001,,,,
sec_censal,,3729701001,,,13650,10150
sec_censal,,3417001001,,,,
sec_censal,,935501001,,,,
sec_censal,,3417101001,,,17850,15050
sec_censal,,3729801001,,,14350,12600
sec_censal,,4920501001,,,12950,11550
sec_censal,,4715401001,,,15050,14350
sec_censal,,4920601001,,,13650,11550
sec_censal,,935601001,,,,
sec_censal,,1017101001,,,10150,9450
sec_censal,,1017201001,,,10850,8750
sec_censal,,3907601001,,,16450,13650
sec_censal,,3907601002,,,17850,15750
sec_censal,,4108901001,,,14350,11550
sec_censal,,4108902001,,,12950,10850
sec_censal,,4108902002,,,11550,9450
sec_censal,,4108902003,,,14350,12250
sec_censal,,4108902004,,,13650,10850
sec_censal,,1507901001,,,12950,10850
sec_censal,,1507902001,,,13650,11550
sec_censal,,2307901001,,,10850,8750
sec_censal,,2307901002,,,10850,8750
sec_censal,,2307902001,,,10150,8050
sec_censal,,2307903001,,,11550,8750
sec_censal,,3907701001,,,17850,15050
sec_censal,,3907801001,,,17150,13650
sec_censal,,1925001001,,,,
sec_censal,,4018801001,,,,13650
sec_censal,,4018901001,,,13650,12250
sec_censal,,3729901001,,,12950,10150
sec_censal,,3306401001,,,19250,16100
sec_censal,,2613801001,,,15050,12950
sec_censal,,2613801002,,,14350,12950
sec_censal,,2613802001,,,15050,12950
sec_censal,,2613802002,,,14350,12950
sec_censal,,522901001,,,,
sec_censal,,4019001001,,,,
sec_censal,,935801001,,,19250,15750
sec_censal,,4590101001,,,12250,10150
sec_censal,,2308001001,,,10850,8750
sec_censal,,2308002001,,,10850,9450
sec_censal,,523001001,,,,
sec_censal,,4019101001,,,13650,11550
sec_censal,,3090101001,,,13650,11550
sec_censal,,3090101002,,,12250,10150
sec_censal,,3090101003,,,12250,10150
sec_censal,,3090101004,,,14350,11550
sec_censal,,3090101005,,,15050,12250
sec_censal,,3090101006,,,14350,11550
sec_censal,,3090101007,,,15050,12950
sec_censal,,3090101008,,,12250,9450
sec_censal,,3090101009,,,15750,12250
sec_censal,,3090101010,,,12250,10150
sec_censal,,3090101011,,,14350,12250
sec_censal,,3090101012,,,12950,10850
sec_censal,,3090101013,,,12950,10850
sec_censal,,3907901001,,,15050,12950
sec_censal,,3907901002,,,14350,12250
sec_censal,,3907901003,,,16450,15050
sec_censal,,3907901004,,,16450,14350
sec_censal,,3907902001,,,15050,12950
sec_censal,,3907902002,,,16450,13650
sec_censal,,3907902003,,,15750,13650
sec_censal,,2813601001,,,15750,14350
sec_censal,,2813701001,,,17150,15750
sec_censal,,612201001,,,12250,10150
sec_censal,,612201002,,,12950,10850
sec_censal,,612202001,,,10850,8750
sec_censal,,612202002,,,11550,9450
sec_censal,,612203001,,,14350,12950
sec_censal,,612203002,,,12250,10150
sec_censal,,3730001001,,,15050,11550
sec_censal,,4920701001,,,13650,11200
sec_censal,,2416201001,,,16450,13650
sec_censal,,4715501001,,,16450,13650
sec_censal,,4715501002,,,17150,14350
sec_censal,,3417401001,,,14350,15050
sec_censal,,819201001,,,19250,16450
sec_censal,,819201002,,,20650,17850
sec_censal,,819201003,,,22750,19950
sec_censal,,819201004,,,24150,20650
sec_censal,,2614001001,,,17150,14350
sec_censal,,2614101001,,,15050,12950
sec_censal,,4808201001,,,24850,22750
sec_censal,,4808201002,,,18550,17850
sec_censal,,4808201003,,,17150,15750
sec_censal,,4808201004,,,17850,15750
sec_censal,,4808201005,,,19950,17850
